url,title,published,reason,kept_twin,half
https://angop.ao/en/noticias/economia/ima-e-tis-formalizam-contrato-para-implementacao-do-projecto-digitais-publicas/,IMA e TIS formalizam contrato para implementacao do projecto Digitais Publicas,2026-06-17,same-outlet-recrawl,https://angop.ao/noticias/economia/ima-e-tis-formalizam-contrato-para-implementacao-do-projecto-digitais-publicas/,papers
https://angop.ao/en/noticias/economia/agt-preve-eliminacao-gradual-de-documentos-em-papel/,AGT preve eliminacao gradual de documentos em papel,2026-05-23,same-outlet-recrawl,https://angop.ao/noticias/economia/agt-preve-eliminacao-gradual-de-documentos-em-papel/,papers
https://angop.ao/en/noticias/economia/nova-lei-de-proteccao-de-dados-pode-vigorar-no-proximo-ano-legislativo/,Nova Lei de Proteccao de Dados pode vigorar no proximo ano legislativo,2026-06-17,same-outlet-recrawl,https://angop.ao/noticias/economia/nova-lei-de-proteccao-de-dados-pode-vigorar-no-proximo-ano-legislativo/,papers
https://angop.ao/en/noticias/sociedade/minttics-implementa-projectos-estruturantes-para-a-redefinicao-da-base-tecnologica-do-pais/,Telecommunications Ministry implements structuring projects,2026-03-26,same-outlet-recrawl,https://angop.ao/noticias/sociedade/minttics-implementa-projectos-estruturantes-para-a-redefinicao-da-base-tecnologica-do-pais/,papers
https://angop.ao/en/noticias/tecnologia/centro-de-dados-do-governo-representa-afirmacao-da-soberania-digital-de-angola-ministro/,Angola Govt Data Center represents digital sovereignty,2026-04-28,same-outlet-recrawl,https://angop.ao/noticias/tecnologia/centro-de-dados-do-governo-representa-afirmacao-da-soberania-digital-de-angola-ministro/,papers
https://angop.ao/en/noticias/tecnologia/angola-ganha-autonomia-no-armazenamento-de-documentos-com-novo-data-center/,New Data Center gives Angola autonomous document storage,2026-04-27,same-outlet-recrawl,https://angop.ao/noticias/tecnologia/angola-ganha-autonomia-no-armazenamento-de-documentos-com-novo-data-center/,papers
https://angop.ao/en/noticias/tecnologia/ministro-mario/,Media minister visits construction site of data center,2025-11-13,same-outlet-recrawl,https://angop.ao/noticias/tecnologia/ministro-mario/,papers
https://angop.ao/en/noticias/economia/conecta-angola-ja-disponibilizou-servicos-de-internet-a-zonas-remotas-do-pais-ministro/,Conecta Angola ja disponibilizou servicos de internet a zonas remotas,2026-06-11,same-outlet-recrawl,https://angop.ao/noticias/economia/conecta-angola-ja-disponibilizou-servicos-de-internet-a-zonas-remotas-do-pais-ministro/,papers
https://angop.ao/noticias/sociedade/defenda-medidas-para-acelerar-progresso-no-uso-etico-de-ia/,Defenda medidas para acelerar progresso no uso etico de IA,2026-06-30,same-outlet-recrawl,https://angop.ao/noticias/sociedade/defendidas-medidas-para-acelerar-progresso-no-uso-etico-de-ia/,papers
https://www.novojornal.co.ao/politica/detalhe/parlamento-deputados-suspendem-discussao-da-proposta-de-lei-da-ciberseguranca-para-melhorar-diploma-controversso-73097.html,Deputados suspendem discussao da Lei da Ciberseguranca (typo slug),2026-07-08,same-outlet-recrawl,https://www.novojornal.co.ao/politica/detalhe/parlamento-deputados-suspendem-discussao-da-proposta-de-lei-da-ciberseguranca-para-melhorar-diploma-controverso-73097.html,papers
https://www.novojornal.co.ao/sociedade/detalhe/ma-qualidade-da-internet-e-das-comunicacoes-ate-setembro-devido-a-ruptura-de-cabos-submarinos--33396.html,Ma qualidade da internet devido a ruptura de cabos submarinos,2023-08-09,out-of-window,,papers
https://www.novojornal.co.ao/economia/detalhe/angola-cables-abre-data-center-no-brasil-para-fortalecer-comunicacoes-entre-africa-e-as-americas--20123.html,Angola Cables abre Data Center no Brasil,2019-04-17,out-of-window,,papers
https://www.novojornal.co.ao/sociedade/detalhe/unitel-e-unicef-assinam-acordo-internet-que-kuia-25008.html,UNITEL e UNICEF assinam acordo Internet que Kuia,2020-12-17,out-of-window,,papers
https://novojornal.co.ao/economia/detalhe/bna-da-luz-verde-a-bayqi-para-operar-no-mercado-financeiro-29613.html,BNA da luz verde a BayQi para operar no mercado financeiro,2022-05-28,out-of-window,,papers
https://novojornal.co.ao/economia/detalhe/bna-submete-superintendencia-do-sistema-de-pagamentos-a-consulta-publica-27073.html,BNA submete superintendencia do sistema de pagamentos a consulta publica,2021-08-11,out-of-window,,papers
https://www.novojornal.co.ao/economia/detalhe/bna-define-novas-regras-para-constituicao-de-instituicoes-financeiras-nao-bancarias-29279.html,BNA define novas regras para instituicoes financeiras nao bancarias,2022-04-20,out-of-window,,papers
https://novojornal.co.ao/economia/detalhe/angola-ultima-legislacao-para-proibir-mineracao-de-criptomoedas-35236.html,Angola ultima legislacao para proibir mineracao de criptomoedas,2024-02-26,out-of-window,,papers
https://novojornal.co.ao/economia/detalhe/bancos-passam-a-cobrar-ceoc-sobre-todas-as-transferencias-para-o-estrangeiro-35015.html,Bancos passam a cobrar CEOC sobre transferencias para o estrangeiro,2024-02-01,out-of-window,,papers
https://www.novojornal.co.ao/economia/detalhe/unitel-garante-acesso-ao-multicaixa-express-sem-consumo-de-dados-de-internet-27356.html,UNITEL garante acesso ao Multicaixa Express sem consumo de dados,2021-09-11,out-of-window,,papers
https://www.novojornal.co.ao/opiniao/detalhe/o-2-boletim-estatistico-da-proteccao-social-de-angola-uma-bussola-para-a-governacao-e-o-futuro-social-do-pais-71790.html,O 2 Boletim Estatistico da Proteccao Social de Angola,2026-05-14,off-topic,,papers
