url,title,published,reason,kept_twin
https://www.biometricupdate.com/202602/sudans-planned-national-digital-id-could-strengthen-recovery-push-experts,"Sudan's planned national digital ID could strengthen recovery push: Experts",2026-02-02,already-held,raw/2026-02-02 Sudan's planned national digital ID could strengthen recovery push - Experts
https://www.fananews.com/language/en/sudan-launches-national-digital-identity-sudapass-to-enhance-trust-and-digital-transformation/,"Sudan Launches National Digital Identity SUDAPASS (SUNA syndication)",2026-05-21,off-source-scope,new-queue/SDN/2026-05-21-sudapass-national-digital-id-launch-suna.md
https://diplomat.so/articles/1395/Sudan-launches-SUDAPASS-digital-ID-in-Khartoum,"Sudan launches SUDAPASS digital ID in Khartoum",2026-05-21,off-source-scope,new-queue/SDN/2026-05-21-sudapass-national-digital-id-launch-suna.md
https://sudanevents.com/index.php/2026/05/23/digital-transformation-in-sudan/,"Digital Transformation in Sudan (SUDAPASS)",2026-05-23,off-source-scope,new-queue/SDN/2026-05-21-sudapass-national-digital-id-launch-suna.md
https://sudanevents.com/index.php/2026/05/29/sudanese-cybersecurity-authority-affirms-sudans-sovereignty-over-the-sudapas-platform-and-protection-of-citizens-data/,"Cybersecurity Authority affirms sovereignty over Sudapas platform",2026-05-29,off-source-scope,
https://sudanhorizon.com/sudapass-the-digital-sovereignty-gateway-to-the-sudanese-economy/,"Sudapass: The Digital Sovereignty Gateway to the Sudanese Economy",2026-05-22,off-source-scope,
https://sudanhorizon.com/e-government-is-the-future-of-digital-transformation-in-sudan-2-2/,"E-Government Is the Future of Digital Transformation in Sudan",2025-12-29,off-source-scope,
https://allafrica.com/stories/202602030001.html,"Sudan: Ministry of Digital Transformation Launches 28 Digital Services Under Baldna Project",2026-02-02,off-source-scope,
https://actumsudan.substack.com/p/sudan-pushes-digital-transformation,"Sudan Pushes Digital Transformation with Reopening of Khartoum Data Centre",2025-10-17,off-source-scope,
https://developingtelecoms.com/telecom-technology/mobile-networks/16xxx-sudan-ussd.html,"Sudan to make USSD technology available for financial services",2026-03-18,off-source-scope,new-queue/SDN/2026-03-18-sudan-ussd-banking-services-launch-techafricanews.md
https://developingtelecoms.com/telecom-business/16xxx-network-international-sudan.html,"Network International announces major fintech deal in Sudan",2026-01-20,off-source-scope,new-queue/SDN/2026-01-19-network-international-saudi-sudanese-bank-payments-techafricanews.md
https://sudanhorizon.com/ebs-ceo-national-payment-switch-launching-soon/,"EBS CEO: New National Payment Switch Launching Soon (Sudan)",2026-07-08,off-source-scope,
https://sudanhorizon.com/central-bank-of-sudan-tender-nips/,"Central Bank of Sudan: Tender Announcement for National Instant Payment System (NIPS)",2026-04-30,off-source-scope,
https://au-startups.com/sudan-central-bank-revokes-al-asjad-license-amid-uae-ties-controversy/,"Sudan Central Bank Revokes Al-Asjad License Amid UAE Ties Controversy",2026-07-04,off-source-scope,
https://menastartupdigest.com/sudan-sudapass-digital-economy/,"Sudan's Ministry of Digital Transformation Launches SudaPass",2025-12-02,off-source-scope,
https://www.suna.sd/posts/lgn-astbdal-alaaml-balnyl-alabyd-tnaksh-trtybat-almrhl-althany,"Currency-replacement committee, White Nile (physical demonetization)",2026-04-20,off-topic,
https://www.suna.sd/posts/tnfythy-kosty-ytras-agtmaaa-lgn-asnad-astbdal-alaaml,"Kosti executive chairs currency-swap support committee",2026-04-19,off-topic,
https://suna.sd/posts/oaly-alahmr-ttlk-almhfth-alkhdraaa-ltmoyl-altak-alshmsy-llhrfyyn-oalmzaraayn,"Red Sea launches Green Wallet solar financing facility",2026-05-22,off-topic,
https://suna.sd/posts/aktmal-alsdad-alalktrony-lhgag-alnyl-alabyd-lmosm-1447h,"White Nile Hajj 100% electronic payment completed (season 1447)",2026-04-21,off-topic,
https://www.suna.sd/posts/ozyr-almaly-yaad-baltnsyk-maa-bnk-alsodan-btmoyl-mdkhlat-almosm-alzraaay,"Finance Minister + CBoS on agricultural-season financing",2026-05-03,off-topic,
https://itweb.africa/article/telcos-unite-to-restore-connectivity-in-war-torn-sudan/Olx4z7kaRwPq56km,"Telcos unite to restore connectivity in war-torn Sudan",2024-12-05,out-of-window,
https://itweb.africa/article/sudan-secures-3m-networking-subsea-fibre-boost/Pero3qZ3DWKvQb6m,"Sudan secures $3m networking, subsea fibre boost",2024-09-04,out-of-window,
https://itweb.africa/article/urgent-call-to-restore-telecoms-in-war-torn-sudan/LPwQ57lbEPdqNgkj,"Urgent call to restore telecoms in war-torn Sudan",2024-05-16,out-of-window,
https://itweb.africa/article/starlink-at-risk-of-expulsion-in-sudan/nWJadMbNkbEMbjO1,"Starlink at risk of expulsion in Sudan",2024-05-14,out-of-window,
https://techafricanews.com/2024/09/04/etc-boosts-connectivity-in-sudan-with-new-fibre-internet-and-operational-hubs/,"ETC Boosts Connectivity in Sudan with New Fibre Internet and Operational Hubs",2024-09-04,out-of-window,
https://techafricanews.com/2024/04/18/totogi-launches-charging-as-a-service-for-zain-sudan-revolutionizing-telecom-monetization/,"Totogi Launches Charging-as-a-Service for Zain Sudan",2024-04-18,out-of-window,
https://www.telecomreviewafrica.com/articles/telecom-operators/4137-zain-sudan-records-a-strong-showing-in-2023/,"Zain Sudan Records a Strong Showing in 2023",2024-03-12,out-of-window,
https://www.connectingafrica.com/5g-networks/sudatel-checks-out-5g-ftth-with-nokia,"Sudatel Checks Out 5G, FTTH With Nokia",2018-07-03,out-of-window,
https://techcabal.com/2023/06/08/sudan-war-is-crippling-its-budding-tech-ecosystem/,"Sudan's war is crippling its budding tech ecosystem",2023-06-08,out-of-window,
https://techcabal.com/2023/04/29/sudan-throttles-its-internet/,"Sudan throttles its internet",2023-04-29,out-of-window,
https://techafricanews.com/2025/02/07/bank-of-south-sudan-to-launch-first-national-instant-payment-system/,"Bank of South Sudan to Launch First National Instant Payment System",2025-02-07,off-topic,wrong-country-SSD
https://techafricanews.com/2025/11/25/mtn-digital-infrastructure-secures-15-year-license-to-expand-fibre-network-in-south-sudan/,"MTN Digital Infrastructure Secures 15-Year License in South Sudan",2025-11-25,off-topic,wrong-country-SSD
https://techreviewafrica.com/news/3652/south-sudan-nca-establishes-gateway-services-and-data-center-oversight-committee,"South Sudan NCA establishes gateway/data-centre oversight committee",2026-01-17,off-topic,wrong-country-SSD
https://itweb.africa/article/south-sudans-cyber-crime-act-takes-effect/8OKdWqDXP1aqbznQ,"South Sudan's Cyber Crime Act takes effect",2026-02-19,off-topic,wrong-country-SSD
